id,nightly_rate_quoted,cleaning_fee,rating_value,rating_cleanliness,rating_overall,before_you_leave
49978319,101.33333333333333,50.0,4.9,4.9,4.93,"['Gather used towels', 'Throw trash away', 'Return keys', 'Lock up', 'Additional requests - Please place all used dishes and utensils in the dishwasher and and start it.']"
731246272882869502,83.0,50.0,5.0,5.0,5.0,
39209543,113.0,90.0,4.8,4.8,4.86,
50775769,115.0,30.0,5.0,5.0,4.94,
19930915,99.0,59.0,4.8,4.9,4.89,
3967367,119.28571428571429,100.0,4.9,5.0,4.98,
883754526180654526,0.2,129.0,4.7,4.7,5.0,
52109137,107.8,99.0,4.8,5.0,4.94,
713263764626761253,68.2,95.0,4.7,4.8,4.73,
772630582128166891,0.2,200.0,4.2,4.3,4.48,
26252711,141.0,45.0,4.9,4.9,4.94,"['Gather used towels', 'Throw trash away', 'Return keys', 'Lock up']"
40007703,71.8,55.0,4.4,4.3,4.28,
883532935344735007,83.28571428571429,50.0,4.9,5.0,4.94,
802411693980149157,91.8,99.0,4.9,4.9,4.92,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - * Strip USED bed (duvet cover included) and place dirty linens on washing machine.\n* Place any USED throw-blankets used on top of washing machine as well.\n* When finished, clean dirty dishes and leave in dish rack.']"
42315984,116.8,69.0,4.9,4.9,4.93,
854568232831078786,87.4,90.0,4.9,4.9,5.0,
904988579806987847,55.0,25.0,4.9,4.9,4.86,
726998527208244606,83.28571428571429,100.0,4.6,4.8,4.85,
27294219,109.0,70.0,4.8,4.8,4.81,
51025080,81.0,,4.4,4.8,4.68,
781771864930845761,111.0,75.0,5.0,5.0,5.0,
31600271,89.0,55.0,4.9,4.9,4.89,
52297747,0.16666666666666666,250.0,4.1,4.2,4.36,
481359,50.5,,5.0,5.0,4.95,
860461618858686179,55.42857142857143,25.0,4.9,5.0,4.86,
882958523016345851,0.2,150.0,5.0,5.0,5.0,
924580364459283828,60.0,80.0,,,,
612394464197399907,119.8,75.0,4.8,4.8,4.84,"['Gather used towels', 'Turn things off', 'Additional requests - Please message us when you checkout. ']"
715534454315485272,104.0,80.0,4.9,4.7,4.68,
801535617905356341,62.5,60.0,4.7,4.7,4.67,
33019138,159.0,55.0,4.9,5.0,4.99,
27865242,90.0,25.0,5.0,5.0,4.98,
53050151,91.66666666666667,125.0,4.6,4.9,4.83,"['Turn things off', 'Return keys']"
16536355,101.6,89.0,4.8,4.8,4.89,
643733917834521314,87.85714285714286,50.0,5.0,4.9,4.96,
29819001,85.0,55.0,4.8,4.9,4.94,
27397763,71.16666666666667,70.0,4.8,4.7,4.76,
16454005,122.4,75.0,4.9,4.8,4.85,
26100097,149.4,89.0,4.8,4.9,4.96,
18306892,161.4,100.0,4.8,4.8,4.81,
11698259,89.0,39.0,4.8,4.8,4.79,
33162322,99.0,40.0,5.0,5.0,4.99,
53188329,75.0,55.0,4.5,4.5,4.61,
902848636114339838,115.6,50.0,5.0,5.0,5.0,
811498792644390368,0.16666666666666666,125.0,4.8,5.0,5.0,
19625005,64.0,45.0,4.6,4.8,4.76,
625293638241243547,103.0,75.0,4.9,5.0,4.92,
689190362360558784,67.6,75.0,4.9,4.9,4.82,
45900306,88.42857142857143,74.0,5.0,5.0,4.99,"['Additional requests - Checkout is at 11:00am in the morning.  If you are out earlier please let me know. \nDon’t worry about stripping or making the beds.\nThere is a rolling hamper in the middle bedroom closet for towels, wash cloths, kitchen towels and bath mat. Just leave the hamper anywhere in the kitchen.']"
50206342,80.0,75.0,4.0,4.1,4.29,"['Gather used towels', 'Throw trash away', 'Additional requests - Please wash all dishes & utensils. Please DO NOT leave any dishes the dishwasher. ']"
35523252,85.4,29.0,4.9,4.9,4.92,"['Gather used towels', 'Lock up', ""Additional requests - * Please wash any dishes that you used, but no need to put them away if still wet.\n* Open a couple of windows (ones with the screens) and turn fan on\n* Gather all of your belongings and take with you \u2028(including phone cords).  Left items can be mailed for a fee plus postage.\n* Let us know if anything didn't work properly or broke during your stay so that we can address it before our next guests. ""]"
16866604,89.0,39.0,4.8,4.8,4.78,
736536296544635217,77.2,45.0,5.0,4.8,4.94,
7841050,59.4,15.0,4.9,5.0,4.89,
5117253,89.2,,5.0,5.0,4.92,
54102262,105.0,25.0,4.8,4.9,4.91,
678866470289058727,60.0,50.0,4.8,4.7,4.8,
703705949646191265,76.6,25.0,4.8,4.9,4.81,
668775714373951320,48.6,108.0,4.1,4.3,3.92,
14937964,82.0,85.0,4.8,4.8,4.84,
754274904033982460,92.8,75.0,4.7,4.8,4.72,
730389754486442335,88.6,69.0,4.9,4.8,4.91,
822386520535363978,76.0,69.0,4.9,4.9,4.91,
887081665798815949,50.2,,4.5,5.0,5.0,
45540750,106.2,69.0,4.9,4.9,4.91,
37513587,32.4,,4.6,4.6,4.54,
744318535706808101,98.8,69.0,4.8,4.7,4.88,
909489791548867655,99.0,,,,,
716706403752860815,48.0,69.0,4.8,4.8,4.92,
731026493131055386,91.8,69.0,4.9,4.8,4.9,
49650031,155.0,,4.3,4.6,4.42,
731038255454278294,71.0,69.0,4.9,4.8,4.91,
834833864568549748,83.4,79.0,4.9,4.9,4.97,
868687576086487294,88.2,69.0,4.9,5.0,4.95,
39918793,0.2,99.0,4.8,4.8,4.81,
50208651,186.0,,4.5,4.6,4.54,
844295949838578243,0.2,120.0,4.7,5.0,5.0,
744295361445528355,65.2,69.0,4.8,4.7,4.87,
49652021,144.2,,4.2,4.5,4.26,
876749553793264988,50.4,69.0,4.9,4.8,4.95,
6001131,31.6,25.0,4.8,4.9,4.8,
655756803822316752,108.0,,4.5,4.3,4.47,
905661784135245539,55.4,69.0,,,,
915098641772993403,54.4,30.0,,,,
558548917968249444,82.4,69.0,4.9,4.9,4.94,
639088516298888570,50.4,69.0,4.8,4.9,4.89,
44698082,84.0,69.0,4.9,4.9,4.94,
34906221,90.8,69.0,4.9,4.8,4.89,
744321270293123411,83.8,69.0,4.8,4.8,4.88,
27084046,0.16666666666666666,39.0,4.8,4.8,4.86,
821656678203581089,30.0,35.0,4.2,4.4,4.25,
29592742,106.6,,4.5,4.6,4.6,
52753015,71.0,,4.8,4.9,4.9,
39403272,31.2,,4.6,4.6,4.57,
47581258,68.6,65.0,4.3,4.6,4.34,
1246570,51.0,,4.7,4.4,4.67,
903140703177807557,39.57142857142857,69.0,4.6,4.6,4.6,
31176594,42.666666666666664,79.0,4.7,4.8,4.76,
41979416,83.6,35.0,4.6,4.5,4.61,
549102224291348318,77.0,70.0,4.7,4.8,4.8,
53004896,133.0,39.0,4.6,4.8,4.67,
40028479,126.0,,4.4,4.6,4.4,
665298899199352458,75.0,90.0,4.7,4.9,4.84,
762263805950584960,71.8,69.0,4.8,4.7,4.87,
26986669,42.666666666666664,79.0,4.6,4.8,4.74,
23939322,112.2,,4.3,4.5,4.23,
37513259,29.333333333333332,,4.5,4.3,4.45,
53726135,90.8,79.0,4.3,4.2,4.16,
795746144036989276,77.0,69.0,4.9,4.8,4.89,
918331375088508691,112.0,65.0,,,,
907720026375944166,95.4,150.0,,,,['Additional requests - Check out is 11am']
18005439,120.0,,5.0,5.0,4.98,
576727408977844183,71.8,31.0,4.7,4.7,4.71,
49926839,117.0,39.0,4.8,4.9,4.85,
27324945,132.6,39.0,4.7,4.8,4.79,
52877133,117.0,39.0,4.6,4.9,4.77,
802799992137068273,111.8,,4.9,5.0,4.97,
26742184,36.0,60.0,4.8,4.8,4.71,
733251743064542501,82.0,69.0,4.9,4.8,4.91,
657149407033788522,80.0,20.0,4.9,5.0,4.96,
819341942705546904,52.2,60.0,4.8,4.8,4.97,
780289798543851618,54.166666666666664,15.0,4.8,4.8,4.79,
760898474433535365,51.833333333333336,,4.7,4.8,4.72,['Return keys']
699205169479456225,45.0,30.0,4.8,4.7,4.7,
20146384,0.2,135.0,4.9,4.9,4.88,"['Gather used towels', 'Throw trash away', 'Return keys', 'Additional requests - Kindly ensure that the pool is placed back in the ""Pool Settings"" with the pool circulating and the fountain turned on.\nwww.VillaBlancaMiami.com']"
924750808331177705,0.16666666666666666,150.0,,,,
9712292,77.66666666666667,20.0,4.8,4.8,4.9,
6820255,59.0,40.0,4.8,5.0,4.87,
873908727247981537,48.0,69.0,4.9,4.9,5.0,
757825032286554711,65.2,53.0,4.7,4.8,4.65,
925633634494365629,80.0,80.0,,,,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up']"
636520175897111338,27.4,20.0,4.7,4.5,4.57,
53598808,75.6,,4.9,5.0,4.95,
882429693567389471,171.0,85.0,4.9,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Lock up']"
53796830,45.2,25.0,5.0,5.0,5.0,"['Turn things off', 'Return keys']"
926725783770770234,0.2,95.0,,,,
16943897,25.5,20.0,4.7,4.5,4.61,
785592529562907142,47.2,25.0,4.8,4.8,4.67,
704643975250154795,111.6,30.0,5.0,4.9,5.0,
892782889512334681,56.333333333333336,5.0,5.0,5.0,5.0,['Return keys']
612906699511213242,90.0,95.0,4.9,5.0,4.97,"['Turn things off', 'Return keys']"
52469290,59.0,30.0,,,,
917337023257869864,87.8,69.0,,,,
25680991,65.42857142857143,,4.6,4.6,4.6,
701309286729802342,70.0,,,,,
645581939622182381,65.6,,4.7,4.8,4.76,
645581450774133855,109.0,,4.5,4.7,4.48,
614487171608107587,82.0,100.0,4.3,4.6,4.32,
40709963,44.0,15.0,4.7,4.6,4.63,
926285215339627217,95.0,,,,,
9616245,58.0,,4.8,4.9,4.75,
586071895832777444,58.6,60.0,4.9,5.0,4.94,
686037554789796294,81.0,99.0,4.4,4.3,4.27,
760932991997307183,60.8,,4.7,4.9,4.81,
21649509,59.0,40.0,4.8,5.0,4.9,
53436813,100.0,50.0,5.0,5.0,5.0,
51562349,108.0,70.0,,,,"['Throw trash away', 'Turn things off', 'Lock up']"
682012945614901139,191.2,89.0,4.2,4.0,4.25,
26384585,123.6,,4.4,4.7,4.43,
23310537,66.4,25.0,4.8,4.9,4.82,
41591148,133.2,150.0,4.8,4.9,4.86,
53263577,187.4,125.0,4.8,4.7,4.86,"['Throw trash away', 'Additional requests - Please leave the property in the same condition as when you arrived.\n- Turn off all lights and appliances.\n- Return any furniture or items that may have been moved during your stay to their original location.\n- Lock all windows and doors upon leaving.\n- Leave any keys or access cards on the counter.\n']"
45411884,49.0,15.0,4.5,4.3,4.39,
41922726,0.2,39.0,4.7,4.8,4.73,
42644143,80.0,30.0,4.9,4.9,4.88,
901684474820484686,54.0,25.0,5.0,5.0,5.0,
49710426,54.42857142857143,69.0,5.0,4.9,5.0,
915630718050979381,93.4,,4.4,4.8,4.2,
33877391,77.8,50.0,4.9,5.0,4.96,
51506883,0.2,150.0,4.8,4.8,4.78,
693587382061248044,99.0,99.0,4.8,4.7,4.81,
904222543077964719,50.0,,4.7,5.0,4.67,
30956956,36.0,65.0,4.7,4.8,4.67,
713055999291672524,1.0,400.0,4.8,4.9,4.89,
23613367,80.0,79.0,4.6,4.7,4.69,
828862208799840038,114.0,69.0,4.9,5.0,4.91,
916926298977137771,44.2,60.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
48971610,76.0,109.0,4.6,4.7,4.6,
927662392311747068,139.83333333333334,100.0,,,,
51080860,61.0,55.0,4.9,4.9,4.92,
28843516,58.0,13.0,4.8,4.9,4.88,
919495507966946260,157.6,99.0,,,,
40544817,73.0,40.0,4.8,4.9,4.8,
864670780525837751,163.0,160.0,4.9,4.9,4.94,
835620312988032396,110.71428571428571,130.0,5.0,5.0,4.93,
50000091,33.4,35.0,4.9,4.8,4.94,
856485784249355907,102.2,100.0,3.8,4.2,4.2,
53013421,80.0,100.0,4.9,5.0,4.99,
26187376,121.6,,4.7,4.8,4.78,
49650198,140.0,,4.3,4.5,4.42,
36060140,51.0,,4.8,4.8,4.78,
923259506205758602,104.2,99.0,,,,"['Throw trash away', 'Turn things off', 'Return keys']"
921052559451174016,55.0,59.0,,,,
53594608,75.0,79.0,4.5,4.5,4.4,
868692381585131760,43.57142857142857,69.0,5.0,5.0,5.0,
869158599508965943,99.0,60.0,5.0,4.9,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Check-out is 10am. Please vacate promptly at 10am to avoid the $100 unauthorized late check-out fee.\nAnd lastly, reviews are extremely important for the host, guest, and the Airbnb community alike. Leave us a 5* review and we will kindly do the same for you. Safe travels.\n']"
607934617865410229,53.4,80.0,4.9,5.0,4.95,
43374606,73.2,60.0,4.5,4.9,4.63,
16706825,82.6,50.0,4.9,5.0,4.94,
659508969465183130,80.0,20.0,4.9,4.9,4.93,
21577228,89.0,25.0,4.8,5.0,4.88,
779946103899708598,50.285714285714285,60.0,4.9,4.9,4.89,
923760780370489063,114.0,100.0,,,,
18915238,0.2,225.0,4.7,4.7,4.72,
33427275,51.2,75.0,4.5,4.5,4.55,
926221943391223577,35.0,,,,,
663114146663813597,65.2,50.0,4.8,4.9,4.82,
19032377,61.285714285714285,40.0,4.9,4.9,4.91,
51862397,182.0,119.0,4.9,4.9,4.94,
34342595,57.6,60.0,4.8,4.8,4.77,"['Turn things off', 'Additional requests - Thank you for choosing to stay with us! Check-out time is at 10:00 am. Before you depart, please ensure that you have taken all your personal belongings with you and turned off all the lights. Kindly leave the key inside the room, leave the room door open, and do not worry about locking the apartment door as I will take care of it. Simply ensure that you close the door behind you as you leave.']"
48135819,77.8,75.0,4.9,4.9,4.9,
27608865,30.6,10.0,4.9,4.8,4.94,
902063135991277634,167.2,99.0,,,,"['Throw trash away', 'Turn things off']"
877620763664102490,124.6,,4.7,4.7,4.67,
926723265658690478,48.857142857142854,,,,,
849171566865319168,34.8,,4.8,4.8,5.0,
45584353,86.6,95.0,4.7,4.7,4.78,
28983670,77.4,85.0,4.9,4.9,4.9,
46257666,84.0,,4.4,4.6,4.51,
728116874683262930,0.5714285714285714,350.0,4.9,4.9,4.9,
53557551,104.8,77.0,4.8,5.0,4.9,
776878835209348512,190.0,160.0,4.2,4.4,4.27,
23205162,52.4,40.0,4.8,4.9,4.88,
38777277,198.0,,4.5,4.6,4.54,
53628097,72.5,85.0,4.8,4.9,4.86,
45258992,86.16666666666667,69.0,4.8,4.7,4.77,
674815357373834671,63.857142857142854,20.0,4.8,4.9,4.83,
23744691,64.8,12.0,4.8,4.8,4.77,
49655744,0.2,,4.8,4.9,4.93,
17317684,89.0,60.0,4.8,4.8,4.8,
51576176,0.4,,4.8,4.9,4.9,
51711829,35.5,48.0,4.6,4.7,4.65,
43405544,126.8,40.0,4.8,4.8,4.79,
18078201,98.0,45.0,4.8,4.8,4.84,
549451059738497379,59.666666666666664,15.0,4.7,4.8,4.67,
50113786,78.4,60.0,4.9,4.9,4.88,
33044242,47.142857142857146,,4.8,4.8,4.86,
861749785012112973,73.0,40.0,5.0,5.0,5.0,
874617139279255996,59.0,70.0,4.5,5.0,4.75,
30109462,60.0,79.0,4.8,4.9,4.86,
27548315,169.2,,4.6,4.7,4.59,
925478527185382427,149.4,140.0,,,,"['Throw trash away', 'Turn things off', 'Lock up']"
54193388,75.0,50.0,4.7,4.9,4.82,
787103421023493033,72.6,35.0,4.8,4.8,4.85,
639359846592595979,60.2,70.0,4.0,4.3,4.17,
926507312023891505,132.0,,,,,
644777094437935273,66.66666666666667,20.0,4.7,4.9,4.87,
52484647,62.5,50.0,4.2,4.3,4.03,
12856622,45.0,75.0,4.8,4.9,4.78,"['Turn things off', 'Additional requests - Trusting it\'s been great! Cleaning comes 11:15AM. Leave gate fob in room, $30 if lost. Gate code 0>. Items left will be donated, discarded. Text ""OUT"" when leaving. Tks again! Good night!\n*Español.\nConfiamos disfruto. Limpieza llega 11:15AM. Deje remoto del portón, $30 perdido. Portón código 0>. Artículos dejados serán donados o desechados. Envíe msj ""LISTO"" al salir. ¡Muchas Gxs, linda noche!']"
49584257,85.0,80.0,4.7,4.6,4.72,
811857050903499309,44.714285714285715,80.0,4.7,4.8,4.8,
873175128205727193,68.4,79.0,4.0,4.0,4.5,
43570249,120.0,50.0,4.8,4.9,4.86,
15841809,114.4,125.0,4.9,5.0,4.99,"['Throw trash away', 'Turn things off', 'Return keys']"
642949811723404834,82.8,,4.8,4.8,4.86,"['Throw trash away', 'Lock up', 'Additional requests - Send a message when you leave the house.']"
711037664459181034,142.8,150.0,4.7,4.6,4.67,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up']"
876910399408529328,75.2,30.0,3.4,3.4,3.57,
896295492118848363,89.6,99.0,5.0,5.0,5.0,"['Turn things off', 'Lock up']"
639075807456545663,75.6,49.0,5.0,4.8,5.0,
833537763866658901,72.0,,,,,
40863838,108.6,,4.6,4.6,4.6,
16070410,85.0,120.0,4.8,4.6,4.8,
8735579,0.2,,4.8,4.9,4.89,
925411951397843815,113.4,109.0,,,,
49709909,76.2,70.0,4.2,4.5,4.24,
924150706031464364,0.16666666666666666,65.0,,,,
760899257967345129,65.8,,4.6,4.8,4.6,
7396280,68.0,5.0,4.9,4.9,4.9,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - SIGN OUR GUESTBOOK! empty trash; Recycle ONLY plastic bottles, aluminum cans, cardboard boxes & paper bags (NO pizza boxes, NO plastic bags & NO styrofoam please); Place dirty towels & robe on bathroom floor (only if used); Leave bed sheets ON; Wash & dry all used dishes; Remove ALL food from the refrigerator; Remove used k-cups from Keurig; Leave keys in top lock of door & lock it. Turn AC to 73']"
37429652,71.0,,4.9,4.9,4.9,
53980409,31.0,11.0,4.4,4.4,4.44,
23288002,130.0,150.0,4.7,4.7,4.65,
925442526996616739,0.14285714285714285,149.0,,,,
41150639,73.2,95.0,4.8,4.8,4.84,
41003328,65.6,20.0,4.9,4.9,4.92,
15299274,0.2,175.0,4.8,5.0,4.95,
21998352,0.2,,4.8,4.8,4.88,
54396920,0.2,200.0,4.8,4.9,4.97,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
44661726,103.4,69.0,4.9,4.9,4.93,
924153660900725439,0.2,199.0,,,,
49632973,144.6,60.0,4.8,4.9,4.88,
703687185987304292,0.16666666666666666,,4.9,4.9,4.95,
10123207,0.2,,4.8,4.9,4.92,
860944753635189061,35.2,,,,,
928610813403340287,195.0,150.0,,,,
52921523,70.2,35.0,4.7,4.5,4.64,
740725291405637716,0.2,150.0,,,,"['Throw trash away', 'Turn things off', 'Lock up']"
754511963672359876,30.6,25.0,4.8,4.7,4.79,
922504086167355274,0.2,125.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Lock up']"
877769375299134940,73.4,35.0,4.2,4.8,5.0,
847077150458621981,62.2,35.0,5.0,5.0,4.67,
50772311,63.0,25.0,4.8,4.7,4.77,
767307030569377682,90.8,35.0,4.5,4.8,4.5,
884965585935240225,56.8,70.0,4.7,5.0,4.86,
52647596,95.8,35.0,4.5,4.5,4.63,
885041351127594003,56.8,70.0,4.2,5.0,4.75,
834888652671276800,78.8,155.0,,,,
19973851,86.0,40.0,5.0,5.0,4.98,
793437215418982566,94.4,35.0,4.8,4.9,4.88,
42665476,102.0,50.0,4.8,4.8,4.8,
826847247579238203,41.8,,4.9,4.7,4.56,
20666538,81.0,,4.9,5.0,4.95,
28771319,48.0,,4.9,5.0,4.95,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up']"
13493622,70.4,15.0,4.7,4.4,4.53,
826216935008277210,42.0,15.0,5.0,5.0,4.89,"['Turn things off', 'Lock up']"
671623076617856065,80.2,35.0,4.5,4.6,4.57,
880669191946727655,90.0,,,,,"['Gather used towels', 'Lock up']"
833251920052407940,74.0,25.0,5.0,5.0,4.93,
53403579,122.4,40.0,5.0,5.0,4.95,
632026491967857032,58.6,30.0,4.4,4.8,4.52,
49674330,41.0,,5.0,5.0,4.93,
26642710,50.0,,4.9,4.9,4.82,
754515826846753404,39.6,25.0,4.8,4.9,4.91,
23172560,175.0,200.0,4.8,4.9,4.91,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please bed linens in-place on the beds so they may be checked for damage or stains before being sent to laundry.']"
42562447,55.4,,4.8,4.7,4.7,
716477430621778762,80.2,35.0,4.7,5.0,4.56,
7180371,55.0,25.0,4.8,4.9,4.79,"['Turn things off', 'Lock up']"
884974150147011086,40.57142857142857,70.0,4.8,5.0,5.0,
3061452,50.714285714285715,,5.0,5.0,5.0,
889157843483515625,73.83333333333333,25.0,4.2,4.5,4.5,['Return keys']
654591220240898412,53.0,20.0,,,,
51508859,38.2,5.0,4.9,4.9,4.86,
32636116,47.2,15.0,4.9,5.0,4.91,"['Gather used towels', 'Turn things off', 'Return keys']"
669511223116322813,113.2,35.0,4.0,4.6,4.5,
31045403,38.57142857142857,5.0,4.9,4.8,4.86,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys']"
850336677476785913,170.0,90.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off']"
26574710,50.833333333333336,50.0,4.7,4.9,4.72,
832923466230289266,87.0,87.0,4.5,4.6,4.79,"['Throw trash away', 'Turn things off', 'Lock up']"
710264570772974014,67.0,55.0,4.9,4.9,4.97,"['Gather used towels', 'Turn things off', 'Lock up']"
802892945506666201,84.2,85.0,5.0,5.0,5.0,"['Throw trash away', 'Additional requests - Please wash all dirty dishes and leave them in the rack next to the sink to dry. ']"
885026040046250081,83.2,70.0,4.8,4.8,4.75,
35386572,94.0,75.0,4.5,4.6,4.65,
9508823,94.2,50.0,4.8,4.8,4.72,
666719790169737324,65.4,60.0,4.4,4.1,4.44,
52223873,89.0,40.0,4.8,4.9,4.84,
891961245884602020,0.2,,5.0,5.0,5.0,
930213730462374563,0.2,125.0,,,,
45594970,88.4,75.0,4.9,4.7,4.81,
27788779,40.0,25.0,5.0,5.0,5.0,
19142812,96.0,55.0,4.9,5.0,4.98,
43320142,76.6,75.0,5.0,5.0,4.99,"['Gather used towels', 'Turn things off', 'Lock up']"
908681733265671090,89.2,20.0,4.9,5.0,5.0,"['Lock up', 'Additional requests - Leave all used bedding on the beds, and used towels on the floor. Please make sure that the garbage is gathered into bins around the apartment, and we will take care of the rest! Please notify host if there are any major messes that will require extra cleaning. \n']"
829169541935394607,37.6,,4.3,4.8,4.27,
31589087,89.33333333333333,80.0,4.8,4.9,4.92,
780573774852188275,165.83333333333334,65.0,4.8,4.8,4.73,
723045656707172679,70.4,30.0,4.8,4.9,4.71,
40803225,65.0,45.0,4.4,4.3,4.27,
47055064,66.0,110.0,4.8,4.6,4.78,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Please wash dishes and leave them in the dish rack.\nLeave the garage door opener on the table in the living room.']"
36208311,70.5,30.0,4.9,4.8,4.87,['Lock up']
568002274743493610,91.0,80.0,4.8,4.9,4.84,
926008542023991027,79.0,,,,,
553851269678559874,0.2,150.0,,,,"['Gather used towels', 'Turn things off', 'Lock up']"
42257339,67.6,70.0,4.9,5.0,4.96,
17736886,79.6,,4.9,4.8,4.81,"['Throw trash away', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - When preparing to leave, please wash and rinse any dishes you use during your stay. Clean dishes may be left in the drying rack.\nIf you have more trash than fits in the garbage bin please place it in the garbage bins outside the backdoor by the deck. \nBe sure to replace the keys in the lock box and scramble the code. Check-out begins at 8am and ends at 11 am.\n']"
921093904774085812,125.0,50.0,,,,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Return keys', 'Additional requests - Please wash and dry all dirty dishes and put them back in their proper location.']"
7528278,55.0,25.0,4.9,4.9,4.89,"['Turn things off', 'Lock up']"
52921096,88.0,35.0,4.6,4.7,4.67,
841592503107378771,81.6,35.0,4.0,5.0,5.0,
30887057,80.16666666666667,35.0,4.7,4.7,4.73,
706435316020537958,81.8,,4.7,4.7,4.72,"[""Additional requests - I want you to be on vacation here so don't worry about gathering towels,  taking out garbage or even doing a few dishes,  I got you on this.   All  I ask is that you turn out the lights and be sure to lock the door on your way out.  ""]"
902825407575945541,115.0,75.0,,,,
49585471,0.16666666666666666,75.0,4.9,5.0,5.0,
38415189,79.0,35.0,4.8,4.8,4.85,
742118140708655117,65.8,40.0,4.8,5.0,4.94,
576224732223840198,111.0,35.0,4.9,4.9,4.95,
18833256,63.285714285714285,,5.0,5.0,4.96,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up']"
16517080,44.0,15.0,4.9,4.8,4.77,
738994748135008949,74.0,125.0,4.5,4.9,4.5,
36593877,127.0,75.0,4.8,4.9,4.84,
53988352,198.6,75.0,4.8,5.0,4.99,
899815294297268317,75.0,50.0,,,,"['Gather used towels', 'Turn things off', 'Return keys', 'Lock up', 'Additional requests - Check-out time is 12 PM NOON - Please try to leave before then and if you need additional time please let us know. ']"
1169820,60.0,20.0,4.9,4.9,4.93,
53127372,100.0,35.0,4.8,4.8,4.81,
40949593,104.2,35.0,4.6,4.6,4.64,
20572313,47.8,5.0,5.0,5.0,4.92,
42535515,102.0,75.0,5.0,5.0,4.99,
44640760,111.2,35.0,4.6,4.5,4.6,
8886187,55.0,25.0,4.8,4.9,4.88,"['Turn things off', 'Lock up']"
28965922,90.0,30.0,4.9,4.8,4.9,
695894885920362968,80.0,50.0,4.8,4.7,4.63,
45010926,65.0,,4.5,4.5,4.3,
30427035,78.0,20.0,5.0,5.0,5.0,
885035936080138124,56.8,70.0,4.8,5.0,4.67,
844420166423772741,119.0,125.0,4.9,5.0,5.0,
872434805710754327,84.6,20.0,4.6,4.3,4.55,
52647877,95.8,35.0,4.5,4.5,4.66,
885011089972256173,83.2,70.0,4.6,4.8,4.75,
51332454,125.0,99.0,4.9,4.9,4.84,
745839067666287484,105.0,90.0,4.9,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
795621916404712565,109.0,150.0,4.9,4.9,4.87,
39977070,62.6,75.0,4.8,4.8,4.82,"['Turn things off', 'Lock up']"
624589435291157919,121.8,35.0,4.4,4.4,4.46,
41385449,189.8,75.0,4.8,5.0,4.96,
35728848,49.8,55.0,4.9,4.9,4.96,
805050984128883676,140.0,,4.8,4.9,5.0,"['Throw trash away', 'Lock up']"
926084710161922964,0.2,80.0,,,,
47099198,37.4,75.0,4.4,3.6,4.26,
22977706,75.0,60.0,4.9,4.9,4.85,['Lock up']
747805530905930487,70.8,35.0,4.8,4.8,4.8,
784043708730835940,74.6,65.0,4.9,5.0,5.0,
41374169,99.33333333333333,80.0,4.9,4.9,4.88,
38024239,88.4,45.0,4.6,4.4,4.46,
39314881,130.0,75.0,4.9,5.0,4.98,
667334816056025537,0.4,130.0,5.0,5.0,5.0,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up', 'Additional requests - Run dishwasher if needed.\nPlease do not put knives or plastic dishes in the dishwasher.']"
49797909,0.2,125.0,4.9,5.0,4.99,
30126571,0.4,90.0,4.7,4.9,4.92,
701288778113840333,0.14285714285714285,100.0,5.0,5.0,4.8,
20027471,62.2,30.0,4.6,4.8,4.6,
821707872039362833,0.2,80.0,,,,
850080617205894683,138.0,180.0,4.9,4.6,5.0,
50173943,166.0,125.0,4.8,4.9,4.9,
881400450584347375,110.8,120.0,4.5,5.0,4.75,
863260044540201823,0.2,119.0,4.7,4.9,4.77,
887897298771390229,116.0,50.0,4.8,5.0,5.0,
15125857,0.6,350.0,4.8,4.8,4.89,"['Gather used towels', 'Throw trash away', 'Turn things off', 'Lock up']"
46310306,85.0,35.0,4.8,4.7,4.84,
592724976614623646,78.85714285714286,35.0,4.5,4.4,4.37,
852275883559352449,62.0,20.0,,,,
25544859,130.0,23.0,4.8,4.9,4.9,
49519942,65.0,,4.4,4.5,4.4,
42562930,50.4,,4.5,4.7,4.4,
670477763056429903,81.2,15.0,4.9,4.9,4.93,
